timestamp,person_id,bbox_x,bbox_y,bbox_w,bbox_h,distance_m,height_m,pos_x,pos_y,pos_z,confidence,is_loitering,is_close_alert
2025-11-20T15:09:08.281173,0,172,320,62,158,10.200,2.500,-0.000,0.000,0.000,0.880,False,False
